qid,question,answer,qid.1,question.1,answer.1,concepts,numbers,units,relations,cn_result
278,"rashed ate bread with fried egg for breakfast. the amount of carbohydrate is 60 gm, protein is 18 gm and fat is 5 gm.
how many kilocalories does rashed get from his breakfast?",393,278,"rashed ate bread with fried egg for breakfast. the amount of carbohydrate is 60 gm, protein is 18 gm and fat is 5 gm.
how many kilocalories does rashed get from his breakfast?",393,"['eat', 'fried', 'rashe', 'egg', 'protein', 'kilocalorie', 'bread', 'carbohydrate', 'breakfast', 'fat', 'gm']","['5 gm', '5', '393', '18', '60']",['m'],[],"{'display': [{'head': 'bread', 'relation': 'receivesaction', 'tail': 'eaten', 'score': -0.2547075921910518}, {'head': 'bread', 'relation': 'relatedto', 'tail': 'carbohydrate', 'score': -0.368514388427466}, {'head': 'egg_sandwich', 'relation': 'relatedto', 'tail': 'bread', 'score': -0.3931003464042085}], 'graph_edges': [(633020, -0.2547075921910518, None), (816125, -0.368514388427466, None), (1076687, -0.3931003464042085, None), (816146, -0.44540902750276457, None), (2452108, -0.6652668930549611, None), (816126, -0.6850095560053231, None), (816147, -0.6860937515422338, None), (816145, -0.7706247708363123, None), (337220, -0.8129421743183978, None), (633022, -0.8494161358337697, None), (2452118, -0.9782502941233908, None), (2452112, -1.036235940350484, None), (817292, -1.2112746056450316, None), (1588133, -1.256243421434032, None), (21728, -1.2594030888822998, None), (816397, -1.2703940799792368, None), (2308050, -1.2981833941197207, None), (816085, -1.3095785833185634, None), (398207, -1.374407877705058, None), (21726, -1.4096891031088938, None), (816088, -1.4469834055870823, None), (1637808, -1.5050418202538933, None), (816142, -1.5139355371560421, None), (816395, -1.523351784321293, None), (816133, -1.52342114204201, None), (816252, -1.5300741505634865, None), (633024, -1.54057072141211, None), (398201, -1.541708775094789, None), (633023, -1.547605063038147, None), (816150, -1.550143351804822, None), (816186, -1.563456757208552, None), (816178, -1.604923531418421, None), (816154, -1.6062122718863383, None), (816160, -1.633162532109447, None), (636055, -1.6348420342042091, None), (1225152, -1.6405063304042744, None), (816108, -1.6474455071626384, None), (816091, -1.656650352307693, None), (574877, -1.6997448041684111, None), (816180, -1.7114854184968311, None)]}"
278,"rashed ate bread with fried egg for breakfast. the amount of carbohydrate is 60 gm, protein is 18 gm and fat is 5 gm.
how many kilocalories does rashed get from his breakfast?",429,278,"rashed ate bread with fried egg for breakfast. the amount of carbohydrate is 60 gm, protein is 18 gm and fat is 5 gm.
how many kilocalories does rashed get from his breakfast?",429,"['eat', 'fried', 'rashe', 'egg', 'protein', 'kilocalorie', 'bread', 'carbohydrate', 'breakfast', 'fat', 'gm']","['5 gm', '5', '18', '429', '60']",['m'],[],"{'display': [{'head': 'fried_bread', 'relation': 'relatedto', 'tail': 'bread', 'score': 0.6383557674132481}, {'head': 'eggy_bread', 'relation': 'relatedto', 'tail': 'egg', 'score': 0.4204807554333382}, {'head': 'bread', 'relation': 'receivesaction', 'tail': 'eaten', 'score': -0.04383526895829681}], 'graph_edges': [(1179691, 0.6383557674132481, None), (1076911, 0.4204807554333382, None), (633020, -0.04383526895829681, None), (816125, -0.14801692076318515, None), (816146, -0.2296316172835945, None), (1076687, -0.2528099545890094, None), (2452108, -0.40257351934985747, None), (816147, -0.5073364856493917, None), (816126, -0.5249732552507747, None), (816145, -0.5959222784480719, None), (337220, -0.6637098261158365, None), (2452118, -0.8423878815138474, None), (2452112, -0.9351443840760579, None), (817292, -1.024748790478178, None), (21728, -1.0314366993742476, None), (1636134, -1.113826387598488, None), (1588133, -1.1282834495707634, None), (816397, -1.1469871573841997, None), (2308050, -1.1502848252022904, None), (816085, -1.1795503818423039, None), (21726, -1.2894830561638984, None), (816088, -1.3425788273613566, None), (1637808, -1.373408807160738, None), (816133, -1.4140333313447602, None), (398201, -1.4270037096323749, None), (816252, -1.4378802353961357, None), (816142, -1.4425063352862244, None), (633024, -1.442506436179124, None), (816186, -1.4442150964285423, None), (816395, -1.4500239921896805, None), (633023, -1.4515421461039675, None), (816150, -1.4533832066245573, None), (816160, -1.470744824409485, None), (21737, -1.4847240360377407, None), (816178, -1.4981365400207725, None), (816154, -1.5088505150115252, None), (1225152, -1.5151225416588492, None), (816108, -1.5514916767586215, None), (816091, -1.5873033688370792, None), (574877, -1.6100175304725726, None)]}"
279,which is the source of di-saccharide?,sugar and milk,279,which is the source of di-saccharide?,sugar and milk,"['di', 'milk', 'sugar', 'source']",[],['m'],[],"{'display': [{'head': 'saccharide', 'relation': 'relatedto', 'tail': 'sugar', 'score': -2.066817124546914}, {'head': 'disaccharide', 'relation': 'isa', 'tail': 'sugar', 'score': -4.130481553500021}, {'head': 'disaccharide', 'relation': 'isa', 'tail': 'sugar', 'score': -4.130481553500021}], 'graph_edges': [(1841581, -2.066817124546914, None), (430571, -4.130481553500021, None), (430572, -4.130481553500021, None), (1751114, -4.499045079046714, None), (1659526, -4.907889942225062, None), (1271494, -4.994662492108342, None), (1116689, -5.009765275854469, None), (1841561, -5.181678612759399, None), (1841697, -5.372407821477818, None), (1841593, -5.608806197539454, None), (1841598, -5.853484544270045, None), (1030839, -5.886369250028382, None), (1841639, -5.889992767052134, None), (1841588, -5.890175387258018, None), (1841666, -5.895569470040899, None), (1841612, -5.993211246955987, None), (1039209, -6.081774027544426, None), (1841634, -6.091633627995816, None), (1841652, -6.125250581306975, None), (1841638, -6.167382284115741, None), (2399079, -6.278565979003907, None), (1841604, -6.417140646681773, None), (1841625, -6.622215760055934, None), (1841656, -6.7447965170982815, None), (1841643, -7.159932852840337, None), (1841641, -7.23438766395064, None), (1008877, -7.435575661299483, None), (1003165, -7.463324819695962, None), (482157, -7.72127640387468, None), (565879, -7.951060147613593, None), (565875, -7.951060147613593, None), (482139, -8.106502564170018, None), (482143, -8.106502564170018, None), (451072, -8.106870786910742, None), (451078, -8.106870786910742, None), (1138378, -8.239879987588132, None), (1392341, -8.291249758581484, None), (1002273, -8.374644904201867, None), (1061832, -8.411827186841972, None), (100974, -8.423347714727257, None)]}"
279,which is the source of di-saccharide?,sugar and potato,279,which is the source of di-saccharide?,sugar and potato,"['di', 'sugar', 'potato', 'source']",[],[],[],"{'display': [{'head': 'saccharide', 'relation': 'relatedto', 'tail': 'sugar', 'score': -2.5335217833518984}, {'head': 'pseudooligosaccharide', 'relation': 'relatedto', 'tail': 'sugar', 'score': -5.054514163541498}, {'head': 'disaccharide', 'relation': 'isa', 'tail': 'sugar', 'score': -5.112162134571882}], 'graph_edges': [(1841581, -2.5335217833518984, None), (1751114, -5.054514163541498, None), (430572, -5.112162134571882, None), (430571, -5.112162134571882, None), (1659526, -5.401304638140655, None), (1116689, -5.678673373316361, None), (1271494, -5.687123450733107, None), (1841697, -5.761640792716671, None), (1841593, -6.071224638807115, None), (1841666, -6.134317535643101, None), (1841561, -6.135841606767842, None), (1030839, -6.282075924661032, None), (1841598, -6.364900259123014, None), (1841639, -6.3719933689908315, None), (1841612, -6.4334537503913385, None), (1841588, -6.485840409057182, None), (1841638, -6.495961410735692, None), (1039209, -6.538662801961833, None), (1841652, -6.627749774331478, None), (1841604, -6.73814536447512, None), (2399079, -6.784898183587609, None), (1841656, -6.839550775434387, None), (1841634, -7.012129757061226, None), (1841625, -7.293931633626891, None), (1929042, -7.53079152341097, None), (1003165, -8.080238279255104, None), (1841643, -8.117516229602638, None), (1841641, -8.20989934473329, None), (1229270, -8.263444655263953, None), (1138378, -8.514233281334109, None), (2092903, -8.61436506127031, None), (2032121, -8.625740127342764, None), (2013237, -8.633964038620793, None), (1002273, -8.646338374930957, None), (1061832, -8.65550538387836, None), (1138356, -8.664810514155405, None), (1957820, -8.690949038208565, None), (861254, -8.693192456261617, None), (1658894, -8.814638096164035, None), (986170, -8.843808014777936, None)]}"
279,which is the source of di-saccharide?,milk and honey,279,which is the source of di-saccharide?,milk and honey,"['di', 'milk', 'honey', 'source']",[],['m'],[],"{'display': [{'head': 'milk', 'relation': 'relatedto', 'tail': 'source', 'score': -6.119160066246894}, {'head': 'oxymel', 'relation': 'relatedto', 'tail': 'honey', 'score': -6.754977257604241}, {'head': 'milk', 'relation': 'relatedto', 'tail': 'calcium_source', 'score': -7.234318314129868}], 'graph_edges': [(1496918, -6.119160066246894, None), (1627501, -6.754977257604241, None), (1496788, -7.234318314129868, None), (1687463, -7.288946607949623, None), (902442, -7.3054336101307085, None), (499035, -7.339148010022881, None), (1286099, -7.430287555159759, None), (1476748, -7.448364316306983, None), (634756, -7.47630770933915, None), (1286091, -7.495945159656832, None), (1286068, -7.506996526775498, None), (2016500, -7.528385863187801, None), (1476738, -7.601171934926316, None), (1476652, -7.700128151761085, None), (1693493, -7.768563223772484, None), (1286094, -7.7942440804258375, None), (1476742, -7.796983605121926, None), (1286107, -7.857729889905809, None), (1476766, -7.877077866825694, None), (1932781, -7.923130098931748, None), (745111, -7.9431617964879875, None), (1476993, -7.998264777841017, None), (1648330, -8.012883836365177, None), (1286070, -8.056699725731352, None), (1286174, -8.114496117421828, None), (1528182, -8.13116987202173, None), (1435891, -8.164876074276421, None), (1450740, -8.168381867232013, None), (1582913, -8.181507825088858, None), (1352883, -8.186079924625766, None), (1286102, -8.191663346681793, None), (1476811, -8.223400084405366, None), (1476768, -8.252653146198101, None), (1286097, -8.271205732904244, None), (1286080, -8.289212861470775, None), (467197, -8.368171003053996, None), (1286359, -8.37251275191581, None), (1286364, -8.37251275191581, None), (1476807, -8.384261852511838, None), (960268, -8.41480617097878, None)]}"
279,which is the source of di-saccharide?,wheat (ata) and sugar,279,which is the source of di-saccharide?,wheat (ata) and sugar,"['sugar', 'ata', 'di', 'wheat', 'source']",[],[],[],"{'display': [{'head': 'saccharide', 'relation': 'relatedto', 'tail': 'sugar', 'score': -0.7595070660114288}, {'head': 'disaccharide', 'relation': 'isa', 'tail': 'sugar', 'score': -1.6253596568915187}, {'head': 'disaccharide', 'relation': 'isa', 'tail': 'sugar', 'score': -1.6253596568915187}], 'graph_edges': [(1841581, -0.7595070660114288, None), (430571, -1.6253596568915187, None), (430572, -1.6253596568915187, None), (1030839, -3.061599362951018, None), (1751114, -3.093920234689556, None), (1116689, -3.2978278285580185, None), (1659526, -3.3761976840183046, None), (1271494, -3.7191587893080835, None), (1841697, -3.836046192550548, None), (1039209, -3.914450927482494, None), (1841593, -3.994768012671669, None), (1841588, -4.043114281260311, None), (1841561, -4.122247289797359, None), (1841639, -4.176468525997902, None), (1841666, -4.314948779972565, None), (1841612, -4.571920830363414, None), (1841598, -4.617306526410199, None), (1841634, -4.677924459412537, None), (1841638, -4.747544940206422, None), (1841604, -4.761657785461375, None), (1985801, -4.775485263550385, None), (2399079, -4.938155665742472, None), (1841625, -5.001339541386388, None), (1841656, -5.013974050178747, None), (1841643, -5.381791683801579, None), (1841641, -5.761649054810297, None), (1598171, -5.76527515891432, None), (565879, -5.776928456238262, None), (565875, -5.776928456238262, None), (665131, -6.001639802726039, None), (2031710, -6.026277010382011, None), (1061832, -6.189631654609384, None), (1985848, -6.2023961144039825, None), (2032121, -6.236694394180362, None), (1985754, -6.255940185608547, None), (1002273, -6.3278111213332995, None), (456331, -6.400596070070519, None), (986170, -6.48690767267568, None), (1392774, -6.497331450353468, None), (1272827, -6.566009487429371, None)]}"
280,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
e plant is-
i. spinach
ii. maize
iii. potato
which one is correct?",i and ii,280,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
e plant is-
i. spinach
ii. maize
iii. potato
which one is correct?",i and ii,"['ii', '.', 'acid', 'correct', 'co_2', 'maize', 'e', 'compound', 'plant', 'potato', 'iii', 'f', 'phosphoglyceric', 'reduction', 'stable', 'i.', 'oxaloacetic', 'spinach']","['first', 'one']",['m'],[],"{'display': [{'head': 'phosphoglyceric', 'relation': 'relatedto', 'tail': 'phosphoglyceric_acid', 'score': 0.08184013640218399}, {'head': 'phosphomolybdic_acid', 'relation': 'relatedto', 'tail': 'compound', 'score': -1.3245225751239023}, {'head': 'glyceric_acid', 'relation': 'relatedto', 'tail': 'compound', 'score': -1.7734795500599163}], 'graph_edges': [(1675144, 0.08184013640218399, None), (1675282, -1.3245225751239023, None), (1215051, -1.7734795500599163, None), (1675250, -1.96151220418499, None), (456421, -1.9813903104971657, None), (1625851, -2.33645948994816, None), (948864, -2.5954624576613794, None), (1671352, -2.8133809666448664, None), (1021285, -2.9924939918303224, None), (1674686, -3.0161694483109844, None), (1044140, -3.0216964897540186, None), (469655, -3.0692400281251073, None), (1200553, -3.0995267377501667, None), (682552, -3.1496265888954387, None), (649302, -3.1645707804112844, None), (854362, -3.19391069456243, None), (1327484, -3.1947787903031433, None), (1868172, -3.1991804393449605, None), (444774, -3.1996146627700166, None), (1674562, -3.244622669728992, None), (1242187, -3.251462174410124, None), (1485984, -3.297469677049475, None), (649627, -3.303485254028949, None), (892419, -3.3135112604109374, None), (1742877, -3.3163226548935416, None), (456473, -3.35039681214775, None), (649621, -3.3570242914597896, None), (423716, -3.3574212273942075, None), (649520, -3.3592271669019707, None), (423760, -3.4066945429165454, None), (649992, -3.407441667118229, None), (566200, -3.4110443085424462, None), (1039582, -3.437125023031062, None), (1987417, -3.441811953738061, None), (1107313, -3.4710996121902653, None), (1413806, -3.4765406870953783, None), (1285089, -3.4947265659418782, None), (2075395, -3.4994545680492317, None), (900189, -3.510421338055411, None), (649578, -3.515405954966311, None)]}"
280,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
e plant is-
i. spinach
ii. maize
iii. potato
which one is correct?",i and iii,280,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
e plant is-
i. spinach
ii. maize
iii. potato
which one is correct?",i and iii,"['ii', '.', 'acid', 'correct', 'co_2', 'maize', 'e', 'compound', 'plant', 'potato', 'iii', 'f', 'phosphoglyceric', 'reduction', 'stable', 'i.', 'oxaloacetic', 'spinach']","['first', 'one']",['m'],[],"{'display': [{'head': 'phosphoglyceric', 'relation': 'relatedto', 'tail': 'phosphoglyceric_acid', 'score': 0.03384503938985571}, {'head': 'phosphomolybdic_acid', 'relation': 'relatedto', 'tail': 'compound', 'score': -1.3274643956815428}, {'head': 'glyceric_acid', 'relation': 'relatedto', 'tail': 'compound', 'score': -1.769554379320162}], 'graph_edges': [(1675144, 0.03384503938985571, None), (1675282, -1.3274643956815428, None), (1215051, -1.769554379320162, None), (1675250, -1.9662376350887385, None), (456421, -1.9870128091854018, None), (1625851, -2.3819343732685496, None), (948864, -2.6562409009809005, None), (1671352, -2.825947309203713, None), (1674686, -2.988375882994289, None), (1021285, -3.0159588275491505, None), (1044140, -3.0483427167918746, None), (469655, -3.077765765628201, None), (682552, -3.138624154241346, None), (649302, -3.176554904287841, None), (1327484, -3.19344607594208, None), (854362, -3.2180427861048697, None), (444774, -3.227446586981247, None), (1868172, -3.2476113277439795, None), (1674562, -3.2533185521049544, None), (1242187, -3.27051298804417, None), (892419, -3.308040285820992, None), (1485984, -3.3216800345029265, None), (649627, -3.3263373423458615, None), (1742877, -3.335651712082357, None), (456473, -3.3412424715998306, None), (423716, -3.3643879523571503, None), (649621, -3.368322874350407, None), (649520, -3.374820898743582, None), (566200, -3.4066821580862325, None), (649992, -3.431831830038892, None), (423760, -3.434432876721392, None), (1987417, -3.4581130129557276, None), (1039582, -3.4812030324747623, None), (1413806, -3.4818733321673747, None), (1107313, -3.496155471943421, None), (2075395, -3.5017499881725818, None), (1285089, -3.515414525292673, None), (900189, -3.5287174175963205, None), (649578, -3.529481393832933, None), (2205791, -3.5576820218098293, None)]}"
280,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
e plant is-
i. spinach
ii. maize
iii. potato
which one is correct?",ii and iii,280,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
e plant is-
i. spinach
ii. maize
iii. potato
which one is correct?",ii and iii,"['ii', '.', 'acid', 'correct', 'co_2', 'maize', 'e', 'compound', 'plant', 'potato', 'iii', 'f', 'phosphoglyceric', 'reduction', 'stable', 'i.', 'oxaloacetic', 'spinach']","['first', 'one']",['m'],[],"{'display': [{'head': 'phosphoglyceric', 'relation': 'relatedto', 'tail': 'phosphoglyceric_acid', 'score': 0.21268781737977757}, {'head': 'phosphomolybdic_acid', 'relation': 'relatedto', 'tail': 'compound', 'score': -1.1287532498432444}, {'head': 'glyceric_acid', 'relation': 'relatedto', 'tail': 'compound', 'score': -1.5726552009197052}], 'graph_edges': [(1675144, 0.21268781737977757, None), (1675282, -1.1287532498432444, None), (1215051, -1.5726552009197052, None), (456421, -1.7787695178139171, None), (1675250, -1.851637600292371, None), (1625851, -2.244415075611131, None), (948864, -2.502908432781539, None), (1671352, -2.6550144554201043, None), (1021285, -2.856934210043942, None), (469655, -2.8684323548744053, None), (879816, -2.8769003170359246, None), (1674686, -2.8842322989808324, None), (1044140, -2.910892252169408, None), (1200553, -2.986543719573351, None), (682552, -3.0242728871772444, None), (649302, -3.0397322853419575, None), (854362, -3.0695565810557808, None), (1327484, -3.0820833538482515, None), (1868172, -3.0879446657869876, None), (1242187, -3.105374501253767, None), (456473, -3.126680256091863, None), (1674562, -3.1536289704147547, None), (1485984, -3.1623586690287055, None), (423716, -3.163661723824079, None), (1742877, -3.178705194137227, None), (892419, -3.1864965339916647, None), (649627, -3.2096263280302124, None), (423760, -3.2114319460825658, None), (649621, -3.244052844028844, None), (649520, -3.249739376140094, None), (649992, -3.2667353873346996, None), (1987417, -3.2719529343527682, None), (1039582, -3.3180101678340566, None), (2075395, -3.3263807124600224, None), (1413806, -3.3422743388261673, None), (900189, -3.3441075523207986, None), (1107313, -3.3485835447273677, None), (1685759, -3.351412853308764, None), (778697, -3.3861015966030608, None), (1285089, -3.3944383744000715, None)]}"
280,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
e plant is-
i. spinach
ii. maize
iii. potato
which one is correct?","i, ii and iii",280,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
e plant is-
i. spinach
ii. maize
iii. potato
which one is correct?","i, ii and iii","['ii', '.', 'acid', 'correct', 'co_2', 'maize', 'e', 'compound', 'plant', 'potato', 'iii', 'f', 'phosphoglyceric', 'reduction', 'stable', 'i.', 'oxaloacetic', 'spinach']","['first', 'one']",['m'],[],"{'display': [{'head': 'phosphoglyceric', 'relation': 'relatedto', 'tail': 'phosphoglyceric_acid', 'score': 0.13148492067962317}, {'head': 'phosphomolybdic_acid', 'relation': 'relatedto', 'tail': 'compound', 'score': -1.6078234410322363}, {'head': 'glyceric_acid', 'relation': 'relatedto', 'tail': 'compound', 'score': -1.8365726220606242}], 'graph_edges': [(1675144, 0.13148492067962317, None), (1675282, -1.6078234410322363, None), (1215051, -1.8365726220606242, None), (1675250, -2.0997048846473567, None), (456421, -2.1209993708216355, None), (1625851, -2.600637322671455, None), (948864, -2.672698505706635, None), (1671441, -2.9123770292634052, None), (1671352, -2.934288916735427, None), (1044140, -3.0666744049780563, None), (1021285, -3.0752498801740438, None), (1200553, -3.130588946080935, None), (879816, -3.1455691520483784, None), (469655, -3.1924778178781033, None), (854362, -3.2000986691959956, None), (1674686, -3.211346157441589, None), (1327484, -3.255982901807652, None), (682552, -3.3047520909677157, None), (1868172, -3.3295117336202034, None), (1242187, -3.380460586019868, None), (1742877, -3.3970235574351104, None), (892419, -3.4172079906332766, None), (423716, -3.4211951495881827, None), (456473, -3.425296521656926, None), (1107313, -3.4272048476881825, None), (1485984, -3.438835969139422, None), (649520, -3.4642075909995804, None), (1674562, -3.4673924747256795, None), (649992, -3.477925407125045, None), (649621, -3.48616676292939, None), (649302, -3.4888834144522596, None), (423760, -3.5179339496746636, None), (566200, -3.5335801124962156, None), (1987417, -3.5572002881678655, None), (649627, -3.558618305954862, None), (1039582, -3.5714612477528496, None), (2075395, -3.6320176365595955, None), (1387302, -3.6404544742137865, None), (1285089, -3.6484801277018577, None), (649578, -3.682992145998553, None)]}"
281,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
which one is applicable for e and f planht?
i. more carbohydrate is produced in plant e.
ii. c_3 and c_4 cycle is happened simultaneoulsy in plant f.
iii. the production of plant e is less than plant f.
which one is correct?",i and ii,281,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
which one is applicable for e and f planht?
i. more carbohydrate is produced in plant e.
ii. c_3 and c_4 cycle is happened simultaneoulsy in plant f.
iii. the production of plant e is less than plant f.
which one is correct?",i and ii,"['ii', 'e.', 'acid', 'correct', 'production', 'f.\niii', 'applicable', 'f.', 'co_2', 'carbohydrate', 'e', 'compound', 'simultaneoulsy', 'plant', 'planht', 'iii', 'cycle', 'c_3', 'f', 'reduction', 'phosphoglyceric', 'stable', 'produce', 'i.', 'oxaloacetic', 'c_4', 'happen']","['first', 'one']",['m'],[],"{'display': [{'head': 'phosphoglyceric', 'relation': 'relatedto', 'tail': 'phosphoglyceric_acid', 'score': -0.12475419965458158}, {'head': 'phosphomolybdic_acid', 'relation': 'relatedto', 'tail': 'compound', 'score': -1.1869470996365028}, {'head': 'glyceric_acid', 'relation': 'relatedto', 'tail': 'compound', 'score': -1.7340752064946994}], 'graph_edges': [(1675144, -0.12475419965458158, None), (1675282, -1.1869470996365028, None), (1215051, -1.7340752064946994, None), (1625878, -1.9930159091949464, None), (456421, -2.0329148422482572, None), (1671352, -2.2752540024966974, None), (240195, -2.619477628106952, None), (1485984, -2.7059489907929675, None), (719587, -2.7546823207076767, None), (854362, -2.758708503043944, None), (649302, -2.8221316911257834, None), (649318, -2.832275518915721, None), (682552, -2.836535848562063, None), (1747126, -2.9649603063232046, None), (872839, -2.993174752597727, None), (857306, -2.9963568083881906, None), (649456, -3.0011116339706305, None), (1486260, -3.042390302553228, None), (1039582, -3.0523916552656316, None), (1674562, -3.1241626851268247, None), (2231260, -3.1586804607713588, None), (881218, -3.1668741703033447, None), (854605, -3.1765869151753314, None), (900189, -3.204849427600681, None), (992907, -3.206753419238239, None), (649549, -3.2227324262591326, None), (2210544, -3.254778262331388, None), (1625851, -3.2615684718551474, None), (1353538, -3.273038652043493, None), (1485415, -3.2818708918309376, None), (994236, -3.3100804486704494, None), (1173863, -3.3894440353404023, None), (1763594, -3.411409617221766, None), (670611, -3.432556310820604, None), (783795, -3.438703174489211, None), (2210529, -3.444329754277673, None), (2236782, -3.456384815374909, None), (1116954, -3.463830021527983, None), (947351, -3.474641461198567, None), (2210540, -3.483075941052284, None)]}"
281,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
which one is applicable for e and f planht?
i. more carbohydrate is produced in plant e.
ii. c_3 and c_4 cycle is happened simultaneoulsy in plant f.
iii. the production of plant e is less than plant f.
which one is correct?",i and iii,281,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
which one is applicable for e and f planht?
i. more carbohydrate is produced in plant e.
ii. c_3 and c_4 cycle is happened simultaneoulsy in plant f.
iii. the production of plant e is less than plant f.
which one is correct?",i and iii,"['ii', 'e.', 'acid', 'correct', 'production', 'f.\niii', 'applicable', 'f.', 'co_2', 'carbohydrate', 'e', 'compound', 'simultaneoulsy', 'plant', 'planht', 'iii', 'cycle', 'c_3', 'f', 'reduction', 'phosphoglyceric', 'stable', 'produce', 'i.', 'oxaloacetic', 'c_4', 'happen']","['first', 'one']",['m'],[],"{'display': [{'head': 'phosphoglyceric', 'relation': 'relatedto', 'tail': 'phosphoglyceric_acid', 'score': -0.11250601931561319}, {'head': 'phosphomolybdic_acid', 'relation': 'relatedto', 'tail': 'compound', 'score': -1.1791927996455311}, {'head': 'glyceric_acid', 'relation': 'relatedto', 'tail': 'compound', 'score': -1.7032986861884103}], 'graph_edges': [(1675144, -0.11250601931561319, None), (1675282, -1.1791927996455311, None), (1215051, -1.7032986861884103, None), (1625878, -1.9735157728195192, None), (456421, -2.0150736672536604, None), (1671352, -2.2346464198381404, None), (1485984, -2.6596331747828925, None), (854362, -2.6957881573410067, None), (719587, -2.7195071767068026, None), (649318, -2.7777377579068094, None), (649302, -2.790178689789959, None), (682552, -2.80934212453654, None), (1747126, -2.9088525129473837, None), (649456, -2.925159531735749, None), (372404, -2.952693634257881, None), (872839, -2.9537968745186896, None), (857306, -2.9554785947828393, None), (1486260, -2.9592969723623335, None), (649401, -3.0004339197340255, None), (1039582, -3.0161007880968356, None), (1674562, -3.064921335487271, None), (881218, -3.1034514612457857, None), (2231260, -3.105091252605493, None), (854605, -3.1407983020079273, None), (992907, -3.1607617312303344, None), (649549, -3.1700128130107466, None), (900189, -3.170953337817067, None), (1353538, -3.2097406522218037, None), (1485415, -3.214444507374903, None), (1625851, -3.2175138078932544, None), (2210544, -3.2185301226308227, None), (994236, -3.2586835716183646, None), (1763594, -3.327777854322688, None), (1173863, -3.3374320214877633, None), (2236782, -3.383414861039958, None), (783795, -3.384116900367464, None), (670611, -3.388228150070227, None), (2210529, -3.407153053838449, None), (1116954, -3.423564191294912, None), (947351, -3.428493544347123, None)]}"
