qid,question,answer,qid.1,question.1,answer.1,concepts,numbers,units,relations,cn_result
202,which one of the following ius the example of c_{3} plant?,maize,202,which one of the following ius the example of c_{3} plant?,maize,"['example', 'following', 'maize', 'ius', 'c_{3', 'plant']",['one'],['m'],[],"{'display': [{'head': 'c', 'relation': 'relatedto', 'tail': 'c_major', 'score': 0.0}, {'head': 'c', 'relation': 'relatedto', 'tail': 'other', 'score': 0.0}, {'head': 'incastellate', 'relation': 'relatedto', 'tail': 'c', 'score': 0.0}], 'graph_edges': [(837677, 0.0, None), (837683, 0.0, None), (1322623, 0.0, None), (837759, 0.0, None), (837715, 0.0, None), (621327, 0.0, None), (337317, 0.0, None), (2263683, 0.0, None), (1188313, 0.0, None), (89501, 0.0, None), (2311306, 0.0, None), (1312813, 0.0, None), (434984, 0.0, None), (638457, 0.0, None), (89937, 0.0, None)]}"
202,which one of the following ius the example of c_{3} plant?,motha grass,202,which one of the following ius the example of c_{3} plant?,motha grass,"['plant', 'ius', 'c_{3', 'following', 'grass', 'example', 'motha', 'motha grass']",['one'],['m'],[],"{'display': [{'head': 'g', 'relation': 'relatedto', 'tail': 'green', 'score': -9.188766479492188}, {'head': 'c', 'relation': 'hasproperty', 'tail': 'third_letter_of_alphabet', 'score': -9.557874298095703}, {'head': 'c', 'relation': 'isa', 'tail': 'third_letter_of_roman_alphabet', 'score': -9.572826222083268}], 'graph_edges': [(1188313, -9.188766479492188, None), (337317, -9.557874298095703, None), (89501, -9.572826222083268, None)]}"
202,which one of the following ius the example of c_{3} plant?,paddy,202,which one of the following ius the example of c_{3} plant?,paddy,"['example', 'paddy', 'following', 'ius', 'c_{3', 'plant']",['one'],['m'],[],"{'display': [{'head': 'c', 'relation': 'hasproperty', 'tail': 'third_letter_of_alphabet', 'score': -7.99421501159668}, {'head': 'c', 'relation': 'isa', 'tail': 'third_letter_of_roman_alphabet', 'score': -10.20581316947937}], 'graph_edges': [(337317, -7.99421501159668, None), (89501, -10.20581316947937, None)]}"
203,which is a absent in wheat plant?,phloem parenchyma,203,which is a absent in wheat plant?,phloem parenchyma,"['plant', 'absent', 'phloem parenchyma', 'parenchyma', 'wheat', 'phloem']",[],['m'],[],"{'display': [{'head': 'a', 'relation': 'relatedto', 'tail': 'absent', 'score': -5.537444591522217}], 'graph_edges': [(638401, -5.537444591522217, None)]}"
203,which is a absent in wheat plant?,phloem fiber,203,which is a absent in wheat plant?,phloem fiber,"['absent', 'phloem fiber', 'wheat', 'plant', 'fiber', 'phloem']",[],['m'],[],"{'display': [{'head': 'a', 'relation': 'relatedto', 'tail': 'absent', 'score': -5.616538047790527}], 'graph_edges': [(638401, -5.616538047790527, None)]}"
203,which is a absent in wheat plant?,xylem fiber,203,which is a absent in wheat plant?,xylem fiber,"['xylem', 'absent', 'wheat', 'plant', 'fiber']",[],['m'],[],"{'display': [{'head': 'a', 'relation': 'relatedto', 'tail': 'absent', 'score': -5.960268020629883}], 'graph_edges': [(638401, -5.960268020629883, None)]}"
203,which is a absent in wheat plant?,xylem  parenchyma,203,which is a absent in wheat plant?,xylem  parenchyma,"['plant', 'xylem', 'absent', 'parenchyma', 'wheat']",[],['m'],[],"{'display': [{'head': 'a', 'relation': 'relatedto', 'tail': 'absent', 'score': -8.177358245849609}, {'head': 'c', 'relation': 'hasproperty', 'tail': 'third_letter_of_alphabet', 'score': -11.301603317260742}], 'graph_edges': [(638401, -8.177358245849609, None), (337317, -11.301603317260742, None)]}"
204,what is the suitable temperature for respiration?,23\degree - 45\degree c,204,what is the suitable temperature for respiration?,23\degree - 45\degree c,"['respiration', 'temperature', 'suitable', 'c']",['23\\degree - 45\\degree'],"['m', 'deg']",[],"{'display': [{'head': 'c', 'relation': 'relatedto', 'tail': 'air_conditioned', 'score': -10.221567153930664}, {'head': 'c', 'relation': 'relatedto', 'tail': 'degree_centigrade', 'score': -10.296813444385455}, {'head': 'a', 'relation': 'relatedto', 'tail': 'absolute_temperature', 'score': -12.432391834259034}], 'graph_edges': [(837686, -10.221567153930664, None), (2263681, -10.296813444385455, None), (638437, -12.432391834259034, None)]}"
204,what is the suitable temperature for respiration?,20\degree - 45\degree c,204,what is the suitable temperature for respiration?,20\degree - 45\degree c,"['respiration', 'temperature', 'suitable', 'c']",['20\\degree - 45\\degree'],"['m', 'deg']",[],"{'display': [{'head': 'c', 'relation': 'relatedto', 'tail': 'degree_centigrade', 'score': -9.541487275283266}, {'head': 'c', 'relation': 'relatedto', 'tail': 'air_conditioned', 'score': -9.977907180786133}, {'head': 'a', 'relation': 'relatedto', 'tail': 'absolute_temperature', 'score': -11.953538036346435}], 'graph_edges': [(2263681, -9.541487275283266, None), (837686, -9.977907180786133, None), (638437, -11.953538036346435, None)]}"
204,what is the suitable temperature for respiration?,18\degree - 45\degree c,204,what is the suitable temperature for respiration?,18\degree - 45\degree c,"['respiration', 'temperature', 'suitable', 'c']",['18\\degree - 45\\degree'],"['m', 'deg']",[],"{'display': [{'head': 'c', 'relation': 'relatedto', 'tail': 'degree_centigrade', 'score': -9.243903160095215}, {'head': 'a', 'relation': 'relatedto', 'tail': 'absolute_temperature', 'score': -12.422603797912599}], 'graph_edges': [(2263681, -9.243903160095215, None), (638437, -12.422603797912599, None)]}"
204,what is the suitable temperature for respiration?,12\degree - 35\degree c,204,what is the suitable temperature for respiration?,12\degree - 35\degree c,"['respiration', 'temperature', 'suitable', 'c']",['12\\degree - 35\\degree'],"['m', 'deg']",[],"{'display': [{'head': 'c', 'relation': 'relatedto', 'tail': 'degree_centigrade', 'score': -9.689372302697056}, {'head': 'c', 'relation': 'relatedto', 'tail': 'air_conditioned', 'score': -10.282654762268066}, {'head': 'a', 'relation': 'relatedto', 'tail': 'absolute_temperature', 'score': -12.426805400848389}], 'graph_edges': [(2263681, -9.689372302697056, None), (837686, -10.282654762268066, None), (638437, -12.426805400848389, None)]}"
205,"shimul and shila  are husband and wife. both of them are healthy but carrier of thalassemia.
among four children of them - (according to mendel's law)
i. one is affected with thalassemia
ii. two are carrier but healthy
iii. one is completely healthy
which one is correct?",i and ii,205,"shimul and shila  are husband and wife. both of them are healthy but carrier of thalassemia.
among four children of them - (according to mendel's law)
i. one is affected with thalassemia
ii. two are carrier but healthy
iii. one is completely healthy
which one is correct?",i and ii,"['ii', 'shimul', '.', 'affect', 'correct', 'iii', 'carrier', 'child', 'law', 'wife', 'husband', 'accord', 'i.', 'healthy', 'thalassemia', 'shila', 'mendel']","['one', 'four', 'two']",['m'],[],"{'display': [{'head': 'c', 'relation': 'relatedto', 'tail': 'vitamin_c', 'score': -6.345547199249268}, {'head': 'blood_type', 'relation': 'relatedto', 'tail': 'b', 'score': -6.568634332487119}, {'head': 'd', 'relation': 'relatedto', 'tail': 'vitamin_d', 'score': -8.259384346008302}], 'graph_edges': [(2263686, -6.345547199249268, None), (794876, -6.568634332487119, None), (2282999, -8.259384346008302, None)]}"
205,"shimul and shila  are husband and wife. both of them are healthy but carrier of thalassemia.
among four children of them - (according to mendel's law)
i. one is affected with thalassemia
ii. two are carrier but healthy
iii. one is completely healthy
which one is correct?",i and iii,205,"shimul and shila  are husband and wife. both of them are healthy but carrier of thalassemia.
among four children of them - (according to mendel's law)
i. one is affected with thalassemia
ii. two are carrier but healthy
iii. one is completely healthy
which one is correct?",i and iii,"['ii', 'shimul', '.', 'affect', 'correct', 'iii', 'carrier', 'child', 'law', 'wife', 'husband', 'accord', 'i.', 'healthy', 'thalassemia', 'shila', 'mendel']","['one', 'four', 'two']",['m'],[],"{'display': [{'head': 'blood_type', 'relation': 'relatedto', 'tail': 'o', 'score': -6.299734115600586}, {'head': 'c', 'relation': 'relatedto', 'tail': 'vitamin_c', 'score': -6.70932735873615}, {'head': 'blood_type', 'relation': 'relatedto', 'tail': 'b', 'score': -6.82606712870692}], 'graph_edges': [(794879, -6.299734115600586, None), (2263686, -6.70932735873615, None), (794876, -6.82606712870692, None), (2282999, -8.237679576873779, None)]}"
205,"shimul and shila  are husband and wife. both of them are healthy but carrier of thalassemia.
among four children of them - (according to mendel's law)
i. one is affected with thalassemia
ii. two are carrier but healthy
iii. one is completely healthy
which one is correct?",ii and iii,205,"shimul and shila  are husband and wife. both of them are healthy but carrier of thalassemia.
among four children of them - (according to mendel's law)
i. one is affected with thalassemia
ii. two are carrier but healthy
iii. one is completely healthy
which one is correct?",ii and iii,"['ii', 'shimul', '.', 'affect', 'correct', 'iii', 'carrier', 'child', 'law', 'wife', 'husband', 'accord', 'i.', 'healthy', 'thalassemia', 'shila', 'mendel']","['one', 'four', 'two']",['m'],[],"{'display': [{'head': 'blood_type', 'relation': 'relatedto', 'tail': 'o', 'score': -6.360178672425412}, {'head': 'o', 'relation': 'relatedto', 'tail': 'blood_type', 'score': -6.4347405433654785}, {'head': 'c', 'relation': 'relatedto', 'tail': 'vitamin_c', 'score': -6.693209066969105}], 'graph_edges': [(794879, -6.360178672425412, None), (1587727, -6.4347405433654785, None), (2263686, -6.693209066969105, None), (794876, -6.745095733589637, None), (2282999, -8.209989166259765, None)]}"
205,"shimul and shila  are husband and wife. both of them are healthy but carrier of thalassemia.
among four children of them - (according to mendel's law)
i. one is affected with thalassemia
ii. two are carrier but healthy
iii. one is completely healthy
which one is correct?","i, ii and iii",205,"shimul and shila  are husband and wife. both of them are healthy but carrier of thalassemia.
among four children of them - (according to mendel's law)
i. one is affected with thalassemia
ii. two are carrier but healthy
iii. one is completely healthy
which one is correct?","i, ii and iii","['ii', 'shimul', '.', 'affect', 'correct', 'iii', 'carrier', 'child', 'law', 'wife', 'husband', 'accord', 'i.', 'healthy', 'thalassemia', 'shila', 'mendel']","['one', 'four', 'two']",['m'],[],"{'display': [{'head': 'blood_type', 'relation': 'relatedto', 'tail': 'o', 'score': -6.342689376376955}, {'head': 'o', 'relation': 'relatedto', 'tail': 'blood_type', 'score': -6.424288749694824}, {'head': 'blood_type', 'relation': 'relatedto', 'tail': 'b', 'score': -6.798621408462773}], 'graph_edges': [(794879, -6.342689376376955, None), (1587727, -6.424288749694824, None), (794876, -6.798621408462773, None), (2263686, -6.881084879344625, None), (2282999, -8.188679885864259, None)]}"
206,which following disease may occur in case of the children of the couple of the stem?,diabetes,206,which following disease may occur in case of the children of the couple of the stem?,diabetes,"['case', 'couple', 'follow', 'child', 'stem', 'disease', 'occur', 'diabete']",[],['m'],[],"{'display': [{'head': 'd', 'relation': 'relatedto', 'tail': 'c', 'score': -8.907735824584961}, {'head': 'dextro', 'relation': 'relatedto', 'tail': 'd', 'score': -9.784734071002598}, {'head': 'd_minor', 'relation': 'relatedto', 'tail': 'd', 'score': -10.292211834210043}], 'graph_edges': [(984743, -8.907735824584961, None), (2287328, -9.784734071002598, None), (984801, -10.292211834210043, None), (837703, -10.43844444665216, None), (2282999, -13.848456001281738, None)]}"
206,which following disease may occur in case of the children of the couple of the stem?,heart attack,206,which following disease may occur in case of the children of the couple of the stem?,heart attack,"['case', 'couple', 'heart', 'follow', 'child', 'stem', 'disease', 'occur', 'attack']",[],['m'],[],"{'display': [{'head': 'd_minor', 'relation': 'relatedto', 'tail': 'd', 'score': -9.916116714477539}, {'head': 'c', 'relation': 'relatedto', 'tail': 'd', 'score': -11.158064751995097}, {'head': 'e', 'relation': 'relatedto', 'tail': 'accident_and_emergency', 'score': -12.18591504892994}], 'graph_edges': [(984801, -9.916116714477539, None), (837703, -11.158064751995097, None), (1066906, -12.18591504892994, None), (2282999, -13.938262939453125, None)]}"
206,which following disease may occur in case of the children of the couple of the stem?,colour blindness,206,which following disease may occur in case of the children of the couple of the stem?,colour blindness,"['case', 'couple', 'follow', 'child', 'blindness', 'colour', 'stem', 'disease', 'occur']",[],['m'],[],"{'display': [{'head': 'blood_type', 'relation': 'relatedto', 'tail': 'o', 'score': -10.47216114734477}, {'head': 'd', 'relation': 'relatedto', 'tail': 'vitamin_d', 'score': -10.575922966003418}, {'head': 'o', 'relation': 'relatedto', 'tail': 'blood_type', 'score': -13.10527687072754}], 'graph_edges': [(794879, -10.47216114734477, None), (2282999, -10.575922966003418, None), (1587727, -13.10527687072754, None)]}"
206,which following disease may occur in case of the children of the couple of the stem?,rheumatic fever,206,which following disease may occur in case of the children of the couple of the stem?,rheumatic fever,"['fever', 'case', 'couple', 'follow', 'child', 'rheumatic', 'stem', 'disease', 'occur']",[],['m'],[],"{'display': [{'head': 'e', 'relation': 'relatedto', 'tail': 'accident_and_emergency', 'score': -10.445758819580078}], 'graph_edges': [(1066906, -10.445758819580078, None)]}"
207,"x \xrightarrow{enzyme} c_{3}h_{4}o_{3} + atp

what amount of atp will be produced if three molecule of 'x' is taken in the above reaction?",24,207,"x \xrightarrow{enzyme} c_{3}h_{4}o_{3} + atp

what amount of atp will be produced if three molecule of 'x' is taken in the above reaction?",24,"['reaction', 'take', '\\xrightarrow{enzyme', 'atp', 'molecule', 'c_{3}h_{4}o_{3', 'produce']","['24', 'three']",['m'],[],"{'display': [{'head': 'proton_hydron', 'relation': 'isa', 'tail': 'h', 'score': -6.874786376953125}, {'head': 'h', 'relation': 'isa', 'tail': 'monoatomic_cation', 'score': -7.4426353553784725}, {'head': 'g', 'relation': 'relatedto', 'tail': 'deoxyguanosine_monophosphate', 'score': -7.9618714818105865}], 'graph_edges': [(532977, -6.874786376953125, None), (461242, -7.4426353553784725, None), (2311308, -7.9618714818105865, None), (409048, -8.499197587918736, None), (2421291, -8.94553615837533, None), (2263685, -9.164029502868653, None)]}"
207,"x \xrightarrow{enzyme} c_{3}h_{4}o_{3} + atp

what amount of atp will be produced if three molecule of 'x' is taken in the above reaction?",18,207,"x \xrightarrow{enzyme} c_{3}h_{4}o_{3} + atp

what amount of atp will be produced if three molecule of 'x' is taken in the above reaction?",18,"['reaction', 'take', '\\xrightarrow{enzyme', 'atp', 'molecule', 'c_{3}h_{4}o_{3', 'produce']","['three', '18']",['m'],[],"{'display': [{'head': 'g', 'relation': 'relatedto', 'tail': 'deoxyguanosine_monophosphate', 'score': -7.359891496147593}, {'head': 'proton_hydron', 'relation': 'isa', 'tail': 'h', 'score': -7.490630593896314}, {'head': 'h', 'relation': 'isa', 'tail': 'monoatomic_cation', 'score': -7.9973687221431575}], 'graph_edges': [(2311308, -7.359891496147593, None), (532977, -7.490630593896314, None), (461242, -7.9973687221431575, None), (409046, -8.172840937169767, None), (337591, -8.46664047241211, None), (409048, -8.932427526902563, None), (2421291, -9.106950455664416, None), (2263685, -9.15231113433838, None)]}"
207,"x \xrightarrow{enzyme} c_{3}h_{4}o_{3} + atp

what amount of atp will be produced if three molecule of 'x' is taken in the above reaction?",12,207,"x \xrightarrow{enzyme} c_{3}h_{4}o_{3} + atp

what amount of atp will be produced if three molecule of 'x' is taken in the above reaction?",12,"['reaction', 'take', '\\xrightarrow{enzyme', 'atp', 'molecule', 'c_{3}h_{4}o_{3', 'produce']","['12', 'three']",['m'],[],"{'display': [{'head': 'chemical_symbol_for_hydrogen', 'relation': 'isa', 'tail': 'h', 'score': -7.59071683883667}, {'head': 'h', 'relation': 'isa', 'tail': 'monoatomic_cation', 'score': -7.723504365642015}, {'head': 'g', 'relation': 'relatedto', 'tail': 'deoxyguanosine_monophosphate', 'score': -8.086392510419474}], 'graph_edges': [(409046, -7.59071683883667, None), (461242, -7.723504365642015, None), (2311308, -8.086392510419474, None), (2421291, -8.213642612051617, None), (409048, -8.763938019268371, None), (2263685, -9.205483293533325, None)]}"
207,"x \xrightarrow{enzyme} c_{3}h_{4}o_{3} + atp

what amount of atp will be produced if three molecule of 'x' is taken in the above reaction?",8,207,"x \xrightarrow{enzyme} c_{3}h_{4}o_{3} + atp

what amount of atp will be produced if three molecule of 'x' is taken in the above reaction?",8,"['reaction', 'take', '\\xrightarrow{enzyme', 'atp', 'molecule', 'c_{3}h_{4}o_{3', 'produce']","['8', 'three']",['m'],[],"{'display': [{'head': 'proton_hydron', 'relation': 'isa', 'tail': 'h', 'score': -7.039777879014427}, {'head': 'h', 'relation': 'isa', 'tail': 'monoatomic_cation', 'score': -7.253321647644043}, {'head': 'g', 'relation': 'relatedto', 'tail': 'deoxyguanosine_monophosphate', 'score': -7.621677741156625}], 'graph_edges': [(532977, -7.039777879014427, None), (461242, -7.253321647644043, None), (2311308, -7.621677741156625, None), (2421291, -7.803393119496116, None), (337591, -8.591295712478207, None), (2263685, -9.164434909820557, None), (409048, -9.496180924715839, None)]}"
208,"protista \rightarrow plants \rightarrow sea weed \rightarrow mesophytic plant.

the number of the organisms in the stem increases-
i. mathematically
ii. geometrically
iii. rationally
which one is correct?",i and ii,208,"protista \rightarrow plants \rightarrow sea weed \rightarrow mesophytic plant.

the number of the organisms in the stem increases-
i. mathematically
ii. geometrically
iii. rationally
which one is correct?",i and ii,"['protista', 'ii', 'organism', 'number', '.', 'weed', 'mesophytic', 'correct', 'plant', 'sea', 'iii', 'mathematically', 'i.', 'stem', 'geometrically', '\\rightarrow']",['one'],['m'],[],"{'display': [{'head': 'a', 'relation': 'relatedto', 'tail': 'amphibious', 'score': -8.898984909057617}], 'graph_edges': [(638413, -8.898984909057617, None)]}"
208,"protista \rightarrow plants \rightarrow sea weed \rightarrow mesophytic plant.

the number of the organisms in the stem increases-
i. mathematically
ii. geometrically
iii. rationally
which one is correct?",i and iii,208,"protista \rightarrow plants \rightarrow sea weed \rightarrow mesophytic plant.

the number of the organisms in the stem increases-
i. mathematically
ii. geometrically
iii. rationally
which one is correct?",i and iii,"['protista', 'ii', 'organism', 'number', '.', 'weed', 'mesophytic', 'correct', 'plant', 'sea', 'iii', 'mathematically', 'i.', 'stem', 'geometrically', '\\rightarrow']",['one'],['m'],[],"{'display': [{'head': 'a', 'relation': 'relatedto', 'tail': 'amphibious', 'score': -8.867935180664062}], 'graph_edges': [(638413, -8.867935180664062, None)]}"
208,"protista \rightarrow plants \rightarrow sea weed \rightarrow mesophytic plant.

the number of the organisms in the stem increases-
i. mathematically
ii. geometrically
iii. rationally
which one is correct?",ii and iii,208,"protista \rightarrow plants \rightarrow sea weed \rightarrow mesophytic plant.

the number of the organisms in the stem increases-
i. mathematically
ii. geometrically
iii. rationally
which one is correct?",ii and iii,"['protista', 'ii', 'organism', 'number', '.', 'weed', 'mesophytic', 'correct', 'plant', 'sea', 'iii', 'mathematically', 'i.', 'stem', 'geometrically', '\\rightarrow']",['one'],['m'],[],"{'display': [{'head': 'a', 'relation': 'relatedto', 'tail': 'amphibious', 'score': -8.816619873046875}], 'graph_edges': [(638413, -8.816619873046875, None)]}"
208,"protista \rightarrow plants \rightarrow sea weed \rightarrow mesophytic plant.

the number of the organisms in the stem increases-
i. mathematically
ii. geometrically
iii. rationally
which one is correct?","i, ii and iii",208,"protista \rightarrow plants \rightarrow sea weed \rightarrow mesophytic plant.

the number of the organisms in the stem increases-
i. mathematically
ii. geometrically
iii. rationally
which one is correct?","i, ii and iii","['protista', 'ii', 'organism', 'number', '.', 'weed', 'mesophytic', 'correct', 'plant', 'sea', 'iii', 'mathematically', 'i.', 'stem', 'geometrically', '\\rightarrow']",['one'],['m'],[],"{'display': [{'head': 'a', 'relation': 'relatedto', 'tail': 'amphibious', 'score': -8.790458679199219}], 'graph_edges': [(638413, -8.790458679199219, None)]}"
209,what is the percentage of organic and inorganic materials in plasma?,8-9%,209,what is the percentage of organic and inorganic materials in plasma?,8-9%,"['material', '%', 'inorganic', 'organic', 'percentage', 'plasma']","['8', '9']",['m'],[],"{'display': [{'head': 'i', 'relation': 'isa', 'tail': 'inorganic_substance', 'score': -6.1004516124725345}, {'head': 'p', 'relation': 'relatedto', 'tail': 'phosphorus', 'score': -9.894494824483797}, {'head': 'chemical_symbol_of_oxygen', 'relation': 'hasproperty', 'tail': 'o', 'score': -10.727620124816895}], 'graph_edges': [(470430, -6.1004516124725345, None), (2372836, -9.894494824483797, None), (337591, -10.727620124816895, None)]}"
209,what is the percentage of organic and inorganic materials in plasma?,10-12%,209,what is the percentage of organic and inorganic materials in plasma?,10-12%,"['material', '%', 'inorganic', 'organic', 'percentage', 'plasma']","['12', '10']",['m'],[],"{'display': [{'head': 'i', 'relation': 'isa', 'tail': 'inorganic_substance', 'score': -5.440030670166016}, {'head': 'p', 'relation': 'relatedto', 'tail': 'phosphorus', 'score': -9.740773023516637}, {'head': 'chemical_symbol_of_oxygen', 'relation': 'hasproperty', 'tail': 'o', 'score': -10.557903289794922}], 'graph_edges': [(470430, -5.440030670166016, None), (2372836, -9.740773023516637, None), (337591, -10.557903289794922, None)]}"
209,what is the percentage of organic and inorganic materials in plasma?,91-92%,209,what is the percentage of organic and inorganic materials in plasma?,91-92%,"['material', '%', 'inorganic', 'organic', 'percentage', 'plasma']","['92', '91']",['m'],[],"{'display': [{'head': 'i', 'relation': 'isa', 'tail': 'inorganic_substance', 'score': -6.287471294403076}, {'head': 'p', 'relation': 'relatedto', 'tail': 'phosphorus', 'score': -10.267124733203875}, {'head': 'chemical_symbol_of_oxygen', 'relation': 'hasproperty', 'tail': 'o', 'score': -10.82872200012207}], 'graph_edges': [(470430, -6.287471294403076, None), (2372836, -10.267124733203875, None), (337591, -10.82872200012207, None)]}"
209,what is the percentage of organic and inorganic materials in plasma?,90-95%,209,what is the percentage of organic and inorganic materials in plasma?,90-95%,"['material', '%', 'inorganic', 'organic', 'percentage', 'plasma']","['90', '95']",['m'],[],"{'display': [{'head': 'i', 'relation': 'isa', 'tail': 'inorganic_substance', 'score': -6.005079317092895}, {'head': 'p', 'relation': 'relatedto', 'tail': 'phosphorus', 'score': -10.396646740624544}, {'head': 'chemical_symbol_of_oxygen', 'relation': 'hasproperty', 'tail': 'o', 'score': -10.758638381958008}], 'graph_edges': [(470430, -6.005079317092895, None), (2372836, -10.396646740624544, None), (337591, -10.758638381958008, None)]}"
210,which one of the following is sex-linked disorder?,aids,210,which one of the following is sex-linked disorder?,aids,"['link', 'disorder', 'aid', 'sex', 'following']",['one'],[],[],"{'display': [{'head': 'x', 'relation': 'relatedto', 'tail': 'intersex', 'score': -10.683213665528799}, {'head': 'ecstasy', 'relation': 'relatedto', 'tail': 'x', 'score': -10.88382339477539}, {'head': 'x', 'relation': 'relatedto', 'tail': 'ecstasy', 'score': -14.016911888122559}], 'graph_edges': [(2189279, -10.683213665528799, None), (2294792, -10.88382339477539, None), (2189284, -14.016911888122559, None)]}"
210,which one of the following is sex-linked disorder?,hepatitis,210,which one of the following is sex-linked disorder?,hepatitis,"['link', 'disorder', 'hepatitis', 'sex', 'following']",['one'],[],[],"{'display': [{'head': 'd', 'relation': 'relatedto', 'tail': 'vitamin_d', 'score': -11.213976860046387}, {'head': 'p', 'relation': 'relatedto', 'tail': 'methamphetamine', 'score': -11.696008143907127}, {'head': 'o', 'relation': 'relatedto', 'tail': 'blood_type', 'score': -11.714796962099141}], 'graph_edges': [(2282999, -11.213976860046387, None), (1628172, -11.696008143907127, None), (1587727, -11.714796962099141, None), (794879, -13.56225233078003, None)]}"
210,which one of the following is sex-linked disorder?,thalassemia,210,which one of the following is sex-linked disorder?,thalassemia,"['thalassemia', 'link', 'disorder', 'sex', 'following']",['one'],['m'],[],"{'display': [{'head': 't', 'relation': 'relatedto', 'tail': 'triiodothyronine', 'score': -10.56852668759254}, {'head': 'x', 'relation': 'relatedto', 'tail': 'ecstasy', 'score': -11.118509292602539}, {'head': 't', 'relation': 'relatedto', 'tail': 'ataxia_telangiectasia', 'score': -11.291248984438502}], 'graph_edges': [(2421289, -10.56852668759254, None), (2189284, -11.118509292602539, None), (2007325, -11.291248984438502, None), (2282999, -12.198452765651766, None), (1587727, -13.913091265371587, None), (794879, -14.283338642120361, None)]}"
210,which one of the following is sex-linked disorder?,jaundice,210,which one of the following is sex-linked disorder?,jaundice,"['link', 'disorder', 'sex', 'jaundice', 'following']",['one'],[],[],"{'display': [{'head': 'i', 'relation': 'relatedto', 'tail': 'iodine', 'score': -11.177807807922363}, {'head': 'i', 'relation': 'relatedto', 'tail': 'linking_vowel', 'score': -12.32853635947956}, {'head': 'dextro', 'relation': 'relatedto', 'tail': 'd', 'score': -12.915084805022737}], 'graph_edges': [(2331009, -11.177807807922363, None), (1308288, -12.32853635947956, None), (2287328, -12.915084805022737, None), (1302444, -13.588185977935792, None), (2282999, -13.784590202234199, None)]}"
211,which one in the function of golgi body?,storage of carbohydrate,211,which one in the function of golgi body?,storage of carbohydrate,"['golgi', 'carbohydrate', 'storage', 'body', 'function']",['one'],[],[],"{'display': [{'head': 'g', 'relation': 'relatedto', 'tail': 'gb', 'score': -10.24033260345459}, {'head': 'gram', 'relation': 'relatedto', 'tail': 'g', 'score': -10.634227416026317}, {'head': 'g', 'relation': 'relatedto', 'tail': 'deoxyguanosine_monophosphate', 'score': -11.298108683030616}], 'graph_edges': [(2311304, -10.24033260345459, None), (1225422, -10.634227416026317, None), (2311308, -11.298108683030616, None), (2311306, -13.211262893676759, None)]}"
211,which one in the function of golgi body?,secrention of hormone,211,which one in the function of golgi body?,secrention of hormone,"['golgi', 'hormone', 'function', 'body', 'secrention']",['one'],['m'],[],"{'display': [{'head': 'g', 'relation': 'relatedto', 'tail': 'deoxyguanosine_monophosphate', 'score': -11.330284118652344}], 'graph_edges': [(2311308, -11.330284118652344, None)]}"
211,which one in the function of golgi body?,synthesis of protein,211,which one in the function of golgi body?,synthesis of protein,"['protein', 'golgi', 'synthesis', 'body', 'function']",['one'],[],[],"{'display': [{'head': 'g', 'relation': 'relatedto', 'tail': 'gram', 'score': -10.873682975769043}, {'head': 'g', 'relation': 'relatedto', 'tail': 'deoxyguanosine_monophosphate', 'score': -14.664460849761964}], 'graph_edges': [(2311306, -10.873682975769043, None), (2311308, -14.664460849761964, None)]}"
211,which one in the function of golgi body?,destory of germs,211,which one in the function of golgi body?,destory of germs,"['golgi', 'germ', 'body', 'destory', 'function']",['one'],['m'],[],"{'display': [{'head': 'f', 'relation': 'relatedto', 'tail': 'fluorine', 'score': -11.223226649109519}, {'head': 'g', 'relation': 'relatedto', 'tail': 'deoxyguanosine_monophosphate', 'score': -11.342914581298828}, {'head': 'gram', 'relation': 'relatedto', 'tail': 'g', 'score': -11.626633235573838}], 'graph_edges': [(2301511, -11.223226649109519, None), (2311308, -11.342914581298828, None), (1225422, -11.626633235573838, None), (1205674, -12.354435321969692, None), (1220549, -12.504283748828808, None), (623947, -12.926674388076966, None), (2311306, -14.47227439880371, None)]}"
212,which one has one has functional similarity with lysosome?,lymphoid cell,212,which one has one has functional similarity with lysosome?,lymphoid cell,"['lymphoid', 'similarity', 'cell', 'functional', 'lysosome']",['one'],['m'],[],"{'display': [{'head': 'u', 'relation': 'relatedto', 'tail': 'monoclonal_antibody', 'score': -10.906282424926758}, {'head': 'l_shaped', 'relation': 'relatedto', 'tail': 'l', 'score': -12.731458187103271}], 'graph_edges': [(2093020, -10.906282424926758, None), (1390617, -12.731458187103271, None)]}"
212,which one has one has functional similarity with lysosome?,nerve cell,212,which one has one has functional similarity with lysosome?,nerve cell,"['similarity', 'cell', 'nerve', 'functional', 'lysosome']",['one'],['m'],[],"{'display': [{'head': 'l_shaped', 'relation': 'relatedto', 'tail': 'l', 'score': -10.257644653320312}], 'graph_edges': [(1390617, -10.257644653320312, None)]}"
212,which one has one has functional similarity with lysosome?,reproductive cell,212,which one has one has functional similarity with lysosome?,reproductive cell,"['similarity', 'cell', 'functional', 'reproductive', 'lysosome']",['one'],['m'],[],"{'display': [{'head': 'l_shaped', 'relation': 'relatedto', 'tail': 'l', 'score': -10.305681228637695}], 'graph_edges': [(1390617, -10.305681228637695, None)]}"
